"Nº INSCRIPCIÓN","DENOMINACIÓN SOCIAL","PROVINCIA","LOCALIDAD","CP","CLASE O GRADO","FECHA INSCRIPCIÓN"
"EXT-547","CONFECCIONES LA SERENA, S. COOP.","BADAJOZ","CABEZA DEL BUEY","06600","Sociedades Cooperativas de Trabajo Asociado",09/06/75
"BA-139","CONSO CONFECCIONES DEL SUROESTE, S. COOP. LTDA.","BADAJOZ","CABEZA DEL BUEY","06600","Sociedades Cooperativas de Trabajo Asociado",28/10/82
"EXT-592","CONSTRUCCIONES CABEZA DEL BUEY, S. COOP.","BADAJOZ","CABEZA DEL BUEY","06600","Sociedades Cooperativas de Trabajo Asociado",07/04/86
"EXT-175","CONUSAR S. COOP. LTDA.","BADAJOZ","CABEZA DEL BUEY","06600","Sociedades Cooperativas de Trabajo Asociado",18/09/84
"EXT-580","EXTREMEÑA DE GIMNASIA, S. COOP. LTDA.","BADAJOZ","CABEZA DEL BUEY","06600","Sociedades Cooperativas de Trabajo Asociado",12/03/82
"EXT-225","I.C.B. INDUSTRIAL CABEZA DEL BUEY, S. COOP.","BADAJOZ","CABEZA DEL BUEY","06600","Sociedades Cooperativas de Trabajo Asociado",25/05/05
"06/BA-506","MATADERO FRIGORÍFICO GENERAL DE EXTREMADURA, S. COOP. LTDA.","BADAJOZ","CABEZA DEL BUEY","06600","Sociedades Cooperativas de Trabajo Asociado",15/01/92
"EXT-239","NUESTRA SEÑORA DE BELEN S. COOP.","BADAJOZ","CABEZA DEL BUEY","06600","Sociedades Cooperativas de Consumidores y Usuarios",27/03/80
"EXT-354","S. COOP. NUESTRA SEÑORA DE BELÉN","BADAJOZ","CABEZA DEL BUEY","06600","Sociedades Cooperativas de Trabajo Asociado",11/06/77
"06/BA-527","SOCIEDAD COOPERATIVA LACTEA NUESTRA SEÑORA DE BELEN","BADAJOZ","CABEZA DEL BUEY","06600","Sociedades Cooperativas Agroalimentarias",31/03/92
"BA-254","SOCIEDAD COOPERATIVA LIMITADA AVÍCOLA EXTREMEÑA","BADAJOZ","CABEZA DEL BUEY","06600","Sociedades Cooperativas de Trabajo Asociado",03/02/86
"EXT-566","SOCIEDAD COOPERATIVA LIMITADA LA UNIDAD OBRERA NATAL","BADAJOZ","CABEZA DEL BUEY","06600","Sociedades Cooperativas de Trabajo Asociado",29/10/91
"EXT-718","SOCIEDAD COOPERATIVA OLIVARERA CABEZA DEL BUEY","BADAJOZ","CABEZA DEL BUEY","06600","Sociedades Cooperativas Agroalimentarias",13/03/91
"EXT-484","ARTESANÍA EXTREMEÑA DE TENTUDÍA, S. COOP. LTDA.","BADAJOZ","CABEZA LA VACA","06293","Sociedades Cooperativas de Trabajo Asociado",03/03/00
"EXT-426","SOCIEDAD COOPERATIVA LIMITADA AGRICOLA TORDOYA","BADAJOZ","CABEZA LA VACA","06293","Sociedades Cooperativas Agroalimentarias",31/03/00
"EXT-1015","CARNICERIA Y CHARCUTERIA SAN JOSE, S.C.E, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","CALAMONTE","06810","Sociedades Cooperativas de Trabajo Asociado",07/11/13
"SMT-976","CONSTRUCCIONES CALAMONTE, SOCIEDAD COOPERATIVA LIMITADA","BADAJOZ","CALAMONTE","06810","Sociedades Cooperativas de Trabajo Asociado",20/01/87
"EXT-1014","ELECTRICIDAD 80, SOCIEDAD COOPERATIVA ESPECIAL","BADAJOZ","CALAMONTE","06810","Sociedades Cooperativas de Trabajo Asociado",07/11/13
"EXT-437","FAMYMAR, SOCIEDAD COOPERATIVA","BADAJOZ","CALAMONTE","06810","Sociedades Cooperativas de Trabajo Asociado",20/05/99
"EXT-303","GESTOR.EX. S. COOP.","BADAJOZ","CALAMONTE","06810","Sociedades Cooperativas de Trabajo Asociado",26/02/03
"EXT-235","JAMMIN SOCIEDAD COOPERATIVA","BADAJOZ","CALAMONTE","06810","Sociedades Cooperativas de Trabajo Asociado",10/01/95
"EXT-1072","LA HACIENDA S. COOP. ESPECIAL","BADAJOZ","CALAMONTE","06810","Sociedades Cooperativas Agroalimentarias",23/04/15
"EXT-1170","MORUHA LOGISTIC SERVICES, SOCIEDAD COOPERATIVA","BADAJOZ","CALAMONTE","06810","Sociedades Cooperativas de Trabajo Asociado",27/04/18
"EXT-1051","COOPERATIVA DE CABRAS SIERRA DE TENTUDIA, S. COOP.","BADAJOZ","CALERA DE LEON","06292","Sociedades Cooperativas Agroalimentarias",19/12/94
"EXT-459","S. COOP. LTDA. AGRÍCOLA-GANADERA AL-KASERA","BADAJOZ","CALERA DE LEON","06292","Sociedades Cooperativas Agroalimentarias",26/07/82
"06/BA-438","SOCIEDAD COOPERATIVA DE SALAZONES Y EMBUTIDOS SIERRA MORENA","BADAJOZ","CALERA DE LEON","06292","Sociedades Cooperativas de Trabajo Asociado",21/05/90
"EXT-621","SOCIEDAD COOPERATIVA LIMITADA DE CONFECCION NUESTRA SEÑORA DE TENTUDIA","BADAJOZ","CALERA DE LEON","06292","Sociedades Cooperativas de Trabajo Asociado",22/07/80
"EXT-453","COOPERATIVA AGRÍCOLA NUESTRA SEÑORA DE LA ENCARNACIÓN DE CALZADILLA DE LOS BARROS S. COOP.","BADAJOZ","CALZADILLA DE LOS BARROS","06249","Sociedades Cooperativas Agroalimentarias",19/11/98
"BA-051","JIMBAR, S. COOP. LTDA.","BADAJOZ","CAMPANARIO","06460","Sociedades Cooperativas de Trabajo Asociado",02/12/80
"EXT-913","NATURSER, S. COOP. ESPECIAL","BADAJOZ","CAMPANARIO","06460","Cooperación y Colaboración Empresarial",06/04/11
"EXT-318","S. COOP. LTDA. DE LA ENSEÑANZA DE LA CONDUCCION RODESGAL","BADAJOZ","CAMPANARIO","06460","Sociedades Cooperativas de Trabajo Asociado",30/05/83
"EXT-485","SOCIEDAD COOPERATIVA LA ENCINA","BADAJOZ","CAMPANARIO","06460","Sociedades Cooperativas Agroalimentarias",28/03/84
"EXT-590","SOCIEDAD COOPERATIVA NTRA. SRA. DE PIEDRAESCRITA","BADAJOZ","CAMPANARIO","06460","Sociedades Cooperativas Agroalimentarias",05/07/74
"EXT-568","SOCIEDAD COOPERATIVA LOS MELONARES","BADAJOZ","CAMPILLO DE LLERENA","06443","Sociedades Cooperativas Agroalimentarias",13/09/95
"EXT-1275","LEÑAS Y CORCHOS, S. COOP. ESPECIAL","BADAJOZ","CARMONITA","06488","Sociedades Cooperativas de Trabajo Asociado",11/01/22
"EXT-1223","ALFER, S. COOP. JUVENIL","BADAJOZ","CASAS DE DON PEDRO","06770","Sociedades Cooperativas Juveniles",11/09/19
"EXT-1293","CASTILLO CONSTRUCCIONES, S. COOP. ESPECIAL","BADAJOZ","CASAS DE DON PEDRO","06770","Sociedades Cooperativas de Trabajo Asociado",10/10/22
"EXT-404","COEXATE COOPERATIVA EXTREMEÑA DE AYUDA A LA TERCERA EDAD, S. COOP.","BADAJOZ","CASAS DE DON PEDRO","06770","Sociedades Cooperativas de Trabajo Asociado",16/02/01
"EXT-1299","EL PARRAL DE CASAS DE DON PEDRO, S. COOP. ESPECIAL","BADAJOZ","CASAS DE DON PEDRO","06770","Sociedades Cooperativas de Trabajo Asociado",29/12/22
"EXT-1254","OENO, S. COOP. ESPECIAL","BADAJOZ","CASAS DE DON PEDRO","06770","Sociedades Cooperativas de Trabajo Asociado",03/12/20
"EX-1283","PUBLICIDAD Y DISEÑO EXPRÉS, S. COOP. ESPECIAL","BADAJOZ","CASAS DE DON PEDRO","06770","Sociedades Cooperativas de Trabajo Asociado",17/05/22
"EXT-1250","SIBERIA CATERING, S. COOP. ESPECIAL","BADAJOZ","CASAS DE DON PEDRO","06770","Sociedades Cooperativas de Trabajo Asociado",14/09/20
"EXT-846","SOCIEDAD COOPERATIVA VIRGEN DE LOS REMEDIOS","BADAJOZ","CASAS DE DON PEDRO","06770","Sociedades Cooperativas Agroalimentarias",12/06/78
"22213","SOCIEDAD COOPERATIVA VIRGEN DE LOS REMEDIOS COVIRCA","BADAJOZ","CASAS DE DON PEDRO","06770","Sociedades Cooperativas de Trabajo Asociado",11/11/76
"06/BA-354","VIRVEGA, S. COOP. DE CONFECCIÓN LTDA.","BADAJOZ","CASAS DE DON PEDRO","06770","Sociedades Cooperativas de Trabajo Asociado",24/01/89
"EXT-900","LAS VILLAS HERMANAS, SOCIEDAD COOPERATIVA","BADAJOZ","CASAS DE REINA","06960","Sociedades Cooperativas Agroalimentarias",13/12/10
"BA-312","COOPERATIVA LECHERA DE CASTILBLANCO, S. COOP. LTDA.","BADAJOZ","CASTILBLANCO","06680","Sociedades Cooperativas Agroalimentarias",15/12/86
"EXT-770","LAS MESILLAS, S. COOP. LTDA.","BADAJOZ","CASTILBLANCO","06680","Sociedades Cooperativas de Consumidores y Usuarios",04/03/87
"23123","SOCIEDAD COOPERATIVA LA CONCORDIA","BADAJOZ","CASTILBLANCO","06680","Sociedades Cooperativas de Consumidores y Usuarios",30/09/77
"BA-140","SOCIEDAD COOPERATIVA LIMITADA EL CONCEJO","BADAJOZ","CASTILBLANCO","06680","Sociedades Cooperativas de Trabajo Asociado",17/11/82
"EXT-450","SOCIEDAD COOPERATIVA OLIVARERA SAN CRISTOBAL MÁRTIR","BADAJOZ","CASTILBLANCO","06680","Sociedades Cooperativas Agroalimentarias",05/10/61
"EXT-146","SOCIEDAD COOPERATIVA TEXTIL CANDELARIA","BADAJOZ","CASTILBLANCO","06680","Sociedades Cooperativas de Trabajo Asociado",18/09/98
"06/BA-501","ACUARIO DEL ZUJAR, S. COOP.","BADAJOZ","CASTUERA","06420","Sociedades Cooperativas de Trabajo Asociado",25/10/91
"EXT-954","CENTRO DE JARDINERIA LA SERENA, S. COOP. ESPECIAL","BADAJOZ","CASTUERA","06420","Sociedades Cooperativas de Trabajo Asociado",08/05/12
"06/BA-381","CINDECA, S. COOP. LTDA.","BADAJOZ","CASTUERA","06420","Sociedades Cooperativas de Trabajo Asociado",17/08/89
"06/BA-615","CONSTRUCCIONES CAZADON, S. COOP.","BADAJOZ","CASTUERA","06420","Sociedades Cooperativas de Trabajo Asociado",30/11/93
"20331","COOPERATIVA COVHIFER, S. COOP.","BADAJOZ","CASTUERA","06420","Sociedades Cooperativas de Trabajo Asociado",08/06/74
"17496","COOPERATIVA GANADERO-LECHERA LA SERENA","BADAJOZ","CASTUERA","06420","Sociedades Cooperativas Agroalimentarias",22/12/69
"06/BA-396","DISTUEX, S. COOP. LTDA.","BADAJOZ","CASTUERA","06420","Sociedades Cooperativas de Trabajo Asociado",18/10/89
"EXT-281","PASTELERA EXTREMEÑA, S. COOP. LTDA.","BADAJOZ","CASTUERA","06420","Sociedades Cooperativas de Trabajo Asociado",17/08/89
"EXT-478","SOCIEDAD COOPERATIVA IBÉRICOS LOS TARINES","BADAJOZ","CASTUERA","06420","Sociedades Cooperativas Agroalimentarias",05/03/07
"EXT-339","SOCIEDAD COOPERATIVA LIMITADA COMARCAL AGRÍCOLA GANADERA DE CASTUERA","BADAJOZ","CASTUERA","06420","Sociedades Cooperativas Agroalimentarias",16/03/81
"EXT-220","SOCIEDAD COOPERATIVA VITIVINICOLA SAN JUAN DE CASTUERA","BADAJOZ","CASTUERA","06420","Sociedades Cooperativas Agroalimentarias",24/06/63
"06/BA-398","TUDECA, S. COOP. LTDA.","BADAJOZ","CASTUERA","06420","Sociedades Cooperativas de Trabajo Asociado",18/10/89
"EXT-1108","DIANOIA, S. COOP. ESPECIAL","BADAJOZ","CODOSERA (LA)","06518","Sociedades Cooperativas de Trabajo Asociado",15/06/16
"24740","SOCIEDAD COOPERATIVA AGRICOLA CONQUISTADORES","BADAJOZ","CONQUISTA DEL GUADIANA","06410","Sociedades Cooperativas Agroalimentarias",21/02/79
"EXT-229","SOCIEDAD COOPERATIVA LIMITADA DEL CAMPO ""EL LÁCARA""","BADAJOZ","CORDOBILLA DE LACARA","06487","Sociedades Cooperativas Agroalimentarias",22/06/84
"BA-344","SOCIEDAD COOPERATIVA LIMITADA TEXTIL LOS SANTITOS","BADAJOZ","CORDOBILLA DE LACARA","06487","Sociedades Cooperativas de Trabajo Asociado",06/05/88
"BA-288","DISEÑO, S. COOP. LTDA.","BADAJOZ","CORONADA (LA)","06469","Sociedades Cooperativas de Trabajo Asociado",14/07/86
"06/BA-009","LA EXTREMEÑA DE LA CORONADA, S. COOP. LTDA.","BADAJOZ","CORONADA (LA)","06469","Sociedades Cooperativas de Trabajo Asociado",19/01/88
"06/BA-372","NAVACERRADA, S. COOP. LTDA.","BADAJOZ","CORONADA (LA)","06469","Sociedades Cooperativas de Trabajo Asociado",26/07/89
"BA-035","NUESTRA SEÑORA DEL ZÚJAR, SOCIEDAD COOPERATIVA LIMITADA","BADAJOZ","CORONADA (LA)","06469","Sociedades Cooperativas de Trabajo Asociado",20/08/80
"06/BA-608","SOCIEDAD COOPERATIVA AGROALIMENTARIA ROSAL","BADAJOZ","CORONADA (LA)","06469","Sociedades Cooperativas Agroalimentarias",04/11/93
"BA-092","SOCIEDAD COOPERATIVA LIMITADA LA CORONELA","BADAJOZ","CORONADA (LA)","06469","Sociedades Cooperativas Agroalimentarias",21/12/81
"22441","SOCIEDAD COOPERATIVA SAN BARTOLOME","BADAJOZ","CORONADA (LA)","06469","Sociedades Cooperativas de Consumidores y Usuarios",02/02/77
"EXT-192","S. COOP. SANTA MARÍA EGIPCIACA","BADAJOZ","CORTE DE PELEAS","06196","Sociedades Cooperativas Agroalimentarias",03/02/78
"EXT-253","SOCIEDAD COOPERATIVA ACEITUNERA SAN JOSÉ DE CORTE DE PELEAS","BADAJOZ","CORTE DE PELEAS","06196","Sociedades Cooperativas Agroalimentarias",17/06/91
"06/BA-044","JAMI, S. COOP.","BADAJOZ","CRISTINA","06479","Sociedades Cooperativas de Trabajo Asociado",18/08/88
"EXT-524","SOCIEDAD COOPERATIVA LIMITADA SAN SEBASTIÁN DE CRISTINA","BADAJOZ","CRISTINA","06479","Sociedades Cooperativas Agroalimentarias",30/09/85
"EXT-822","SOCIEDAD COOPERATIVA DE SERVICIOS SAN CRISTOBAL","BADAJOZ","DOCENARIO","06439","Sociedades Cooperativas Agroalimentarias",04/06/79
"EXT-1248","CLÍNICA PODOLÓGICA VITALPIE, S. COOP. ESPECIAL","BADAJOZ","DON ALVARO","06820","Sociedades Cooperativas de Trabajo Asociado",10/08/20
"EXT-1239","GATAMUSA, S. COOP. ESPECIAL","BADAJOZ","DON ALVARO","06820","Sociedades Cooperativas de Trabajo Asociado",20/02/20
"EXT-1191","SEYDA, S. COOP. ESPECIAL","BADAJOZ","DON ALVARO","06820","Sociedades Cooperativas de Trabajo Asociado",23/10/18
"BA-305","ACREX, S. COOP. LTDA.","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas de Trabajo Asociado",03/11/86
"EXT-108","AGROCAM, SOCIEDAD COOPERATIVA","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas Agroalimentarias",10/07/95
"06/BA-596","AMBULANCIAS DON BENITO VILLANUEVA, S. COOP. LTDA.","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas de Trabajo Asociado",11/08/93
"BA-295","ASE, S. COOP. LTDA.","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas de Trabajo Asociado",25/08/86
"EXT-470","CARCETRANS SOCIEDAD COOPERATIVA","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas de Transportistas",04/03/93
"EXT-773","CEDEPA, S. COOP. LTDA.","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas de Trabajo Asociado",14/09/82
"BA-059","COESMA, S. COOP. LTDA.","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas de Enseñanza",16/02/81
"BA-162","COLIEX, S. COOP. LTDA.","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas de Trabajo Asociado",21/07/83
"EXT-527","COMEDOM, S. COOP. LTDA.","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas de Trabajo Asociado",04/01/93
"EXT-301","CONSTRUCCIONES VEGAS ALTAS DE DON BENITO, SOCIEDAD COOPERATIVA","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas de Trabajo Asociado",01/02/00
"EXT-936","CONSULTING INFORMÁTICO Y TECNOLÓGICO DE EXTREMADURA, S. COOP.","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas de Trabajo Asociado",21/10/11
"BA-008","COOPAL, S. COOP. LTDA.","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas de Trabajo Asociado",25/01/80
"BA-144","COOPERATIVA CONSTRUCTORA DONVI, S. COOP. LTDA.","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas de Trabajo Asociado",27/12/82
"EXT-145","COOPERATIVA OLIVARERA NUESTRA SEÑORA DE LAS CRUCES DE DON BENITO, S. COOP.","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas Agroalimentarias",27/07/60
"EXT-428","CRISTALERIAS DON BENITO, S. COOP. LTDA.","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas de Trabajo Asociado",13/03/84
"06/BA-357","DELTEX, S. COOP. LTDA.","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas de Trabajo Asociado",02/02/89
"BA-301","ESCUELA INFANTIL ACUARELA, S. COOP. LTDA.","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas de Trabajo Asociado",30/09/86
"BA-058","IMPRENTA TREJO, S. COOP. LTDA.","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas de Trabajo Asociado",03/02/81
"BA-081","MIREX, S. COOP. LTDA.","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas de Trabajo Asociado",06/08/81
"EXT-408","PINTURAS HERMU, S. COOP.","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas de Trabajo Asociado",07/10/92
"EXT-101","PRONAT, S. COOP.","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas Agroalimentarias",25/06/04
"EXT-1118","PUNTADA A PUNTADA, S. COOP. ESPECIAL","BADAJOZ","DON BENITO","06400","Sociedades Cooperativas de Trabajo Asociado",12/08/16
